,0
2317,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_154.jpg
2318,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_155.jpg
2319,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_156.jpg
2320,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_157.jpg
2321,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_158.jpg
2322,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_159.jpg
2323,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_16.jpg
2324,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_160.jpg
2325,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_161.jpg
2326,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_162.jpg
2327,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_163.jpg
2328,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_164.jpg
2329,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_165.jpg
2330,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_166.jpg
2331,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_167.jpg
2332,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_168.jpg
2333,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_169.jpg
2334,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_17.jpg
2335,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_170.jpg
2336,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_171.jpg
2337,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_172.jpg
2338,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_173.jpg
2339,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_174.jpg
2340,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_175.jpg
2341,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_176.jpg
2342,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_177.jpg
2343,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_178.jpg
2344,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_179.jpg
2345,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_18.jpg
2346,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_180.jpg
2347,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_181.jpg
2348,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_182.jpg
2349,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_183.jpg
2350,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_184.jpg
2351,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_185.jpg
2352,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_186.jpg
2353,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_187.jpg
2354,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_188.jpg
2355,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_189.jpg
2356,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_19.jpg
2357,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_190.jpg
2358,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_191.jpg
2359,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_192.jpg
2360,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_193.jpg
2361,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_194.jpg
2362,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_195.jpg
2363,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_196.jpg
2364,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_197.jpg
2365,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_198.jpg
2366,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_199.jpg
2367,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_2.jpg
2368,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_20.jpg
2369,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_200.jpg
2370,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_201.jpg
2371,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_202.jpg
2372,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_203.jpg
2373,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_204.jpg
2374,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_21.jpg
2375,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_22.jpg
2376,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_23.jpg
2377,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_24.jpg
2378,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_25.jpg
2379,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_26.jpg
2380,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_27.jpg
2381,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_28.jpg
2382,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_29.jpg
2383,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_3.jpg
2384,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_30.jpg
2385,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_31.jpg
2386,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_32.jpg
2387,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_33.jpg
2388,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_34.jpg
2389,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_35.jpg
2390,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_36.jpg
2391,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_37.jpg
2392,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_38.jpg
2393,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_39.jpg
2394,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_4.jpg
2395,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_40.jpg
2396,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_41.jpg
2397,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_42.jpg
2398,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_43.jpg
2399,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_44.jpg
2400,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_45.jpg
2401,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_46.jpg
2402,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_47.jpg
2403,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_48.jpg
2404,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_49.jpg
2405,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_5.jpg
2406,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_50.jpg
2407,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_51.jpg
2408,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_52.jpg
2409,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_53.jpg
2410,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_54.jpg
2411,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_55.jpg
2412,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_56.jpg
2413,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_57.jpg
2414,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_58.jpg
2415,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_59.jpg
2416,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_6.jpg
2417,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_60.jpg
2418,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_61.jpg
2419,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_62.jpg
2420,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_63.jpg
2421,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_64.jpg
2422,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_65.jpg
2423,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_66.jpg
2424,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_67.jpg
2425,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_68.jpg
2426,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_69.jpg
2427,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_7.jpg
2428,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_70.jpg
2429,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_71.jpg
2430,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_72.jpg
2431,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_73.jpg
2432,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_74.jpg
2433,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_75.jpg
2434,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_76.jpg
2435,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_77.jpg
2436,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_78.jpg
2437,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_79.jpg
2438,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_8.jpg
2439,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_80.jpg
2440,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_81.jpg
2441,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_82.jpg
2442,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_83.jpg
2443,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_84.jpg
2444,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_85.jpg
2445,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_86.jpg
2446,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_87.jpg
2447,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_88.jpg
2448,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_89.jpg
2449,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_9.jpg
2450,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_90.jpg
2451,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_91.jpg
2452,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_92.jpg
2453,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_93.jpg
2454,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_94.jpg
2455,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_95.jpg
2456,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_96.jpg
2457,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_97.jpg
2458,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_98.jpg
2459,D:\Nepali_character_Recognisation\Nepali_Character_dataset\20\Img_99.jpg
2460,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_0.jpg
2461,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_1.jpg
2462,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_10.jpg
2463,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_100.jpg
2464,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_101.jpg
2465,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_102.jpg
2466,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_103.jpg
2467,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_104.jpg
2468,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_105.jpg
2469,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_106.jpg
2470,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_107.jpg
2471,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_108.jpg
2472,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_109.jpg
2473,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_11.jpg
2474,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_110.jpg
2475,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_111.jpg
2476,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_112.jpg
2477,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_113.jpg
2478,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_114.jpg
2479,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_115.jpg
2480,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_116.jpg
2481,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_117.jpg
2482,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_118.jpg
2483,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_119.jpg
2484,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_12.jpg
2485,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_120.jpg
2486,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_121.jpg
2487,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_122.jpg
2488,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_123.jpg
2489,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_124.jpg
2490,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_125.jpg
2491,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_126.jpg
2492,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_127.jpg
2493,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_128.jpg
2494,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_129.jpg
2495,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_13.jpg
2496,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_130.jpg
2497,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_131.jpg
2498,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_132.jpg
2499,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_133.jpg
2500,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_134.jpg
2501,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_135.jpg
2502,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_136.jpg
2503,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_137.jpg
2504,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_138.jpg
2505,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_139.jpg
2506,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_14.jpg
2507,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_140.jpg
2508,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_141.jpg
2509,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_142.jpg
2510,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_143.jpg
2511,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_144.jpg
2512,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_145.jpg
2513,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_146.jpg
2514,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_147.jpg
2515,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_148.jpg
2516,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_149.jpg
2517,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_15.jpg
2518,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_150.jpg
2519,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_151.jpg
2520,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_152.jpg
2521,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_153.jpg
2522,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_154.jpg
2523,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_155.jpg
2524,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_156.jpg
2525,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_157.jpg
2526,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_158.jpg
2527,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_159.jpg
2528,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_16.jpg
2529,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_160.jpg
2530,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_161.jpg
2531,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_162.jpg
2532,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_163.jpg
2533,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_164.jpg
2534,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_165.jpg
2535,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_166.jpg
2536,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_167.jpg
2537,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_168.jpg
2538,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_169.jpg
2539,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_17.jpg
2540,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_170.jpg
2541,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_171.jpg
2542,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_172.jpg
2543,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_173.jpg
2544,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_174.jpg
2545,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_175.jpg
2546,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_176.jpg
2547,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_177.jpg
2548,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_178.jpg
2549,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_179.jpg
2550,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_18.jpg
2551,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_180.jpg
2552,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_181.jpg
2553,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_182.jpg
2554,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_183.jpg
2555,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_184.jpg
2556,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_185.jpg
2557,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_186.jpg
2558,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_187.jpg
2559,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_188.jpg
2560,D:\Nepali_character_Recognisation\Nepali_Character_dataset\21\Img_189.jpg
